"Election_Type","State_Name","Assembly_No","Constituency_No","Year","month","Poll_No","DelimID","Position","Candidate","Sex","Party","Votes","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Party_Type_TCPD","Party_ID","last_poll","Contested","Last_Party","Last_Party_ID","Last_Constituency_Name","Same_Constituency","Same_Party","No_Terms","Turncoat","Incumbent","Recontest","Age","District_Name"
"AE","Goa_Daman_&_Diu","4","6","1980","3","0","3","2","CHODANKAR MADAN VARNAN","M","MAG","4414","","13380","19788","TIVIM","GEN","","7","67.62","32.99","no","4068","30.4","2.04","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","6","1980","3","0","3","3","GOVENKAR LAKSHIMAN DATTARAM","M","JNP","346","","13380","19788","TIVIM","GEN","","7","67.62","2.59","yes","192","1.43","2.04","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","6","1980","3","0","3","4","FERNANDES ALBIN SANTANA","M","IND","154","","13380","19788","TIVIM","GEN","","7","67.62","1.15","yes","34","0.25","2.04","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","6","1980","3","0","3","5","LOTLIKAR SURESH MADHUKAR","M","IND","120","","13380","19788","TIVIM","GEN","","7","67.62","0.9","yes","23","0.17","2.04","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","6","1980","3","0","3","6","BHONSLE JAGANATH DHARAM","M","IND","97","","13380","19788","TIVIM","GEN","","7","67.62","0.72","yes","67","0.5","2.04","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","6","1980","3","0","3","7","KAREKAR SITARAM SADASHIV","M","IND","30","","13380","19788","TIVIM","GEN","","7","67.62","0.22","yes","0","0","2.04","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","7","1980","3","0","3","1","PRABHU ZANTYE HARISH NARAYAN","M","IND","8354","","14335","17813","BICHOLIM","GEN","","2","80.47","58.28","no","2373","16.55","1.96","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","7","1980","3","0","3","2","KAKODKAR SHASHIKALA GURUDUTTA","F","MAG","5981","","14335","17813","BICHOLIM","GEN","","2","80.47","41.72","no","0","0","1.96","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","8","1980","3","0","3","1","NAIK VISHNU RAMA","M","MAG","5827","","13530","17967","PALE","GEN","","7","75.3","43.07","no","895","6.61","2.94","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","8","1980","3","0","3","2","SURYARAO SARDESSAI RAMESH NARAYAN","M","INC(U)","4932","","13530","17967","PALE","GEN","","7","75.3","36.45","no","2987","22.08","2.94","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","8","1980","3","0","3","3","SHENVI SURLIKAR LAXMIKANT SHANTARAM","M","IND","1945","","13530","17967","PALE","GEN","","7","75.3","14.38","yes","1563","11.55","2.94","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","8","1980","3","0","3","4","SEWANT PANDURANG GOVIND","M","JNP","382","","13530","17967","PALE","GEN","","7","75.3","2.82","yes","135","1","2.94","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","8","1980","3","0","3","5","MORAJKAR PUTU JAIDEV","M","IND","247","","13530","17967","PALE","GEN","","7","75.3","1.83","yes","64","0.47","2.94","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","8","1980","3","0","3","6","PODNEKAR SHANU JIVBA","M","IND","183","","13530","17967","PALE","GEN","","7","75.3","1.35","yes","169","1.25","2.94","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","8","1980","3","0","3","7","TORGAL ABDUL KARIM KHAN","M","IND","14","","13530","17967","PALE","GEN","","7","75.3","0.1","yes","0","0","2.94","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","9","1980","3","0","3","1","RANE PRATAPSING RAVAJI","M","INC(U)","5283","","11815","16305","SATARI","GEN","","6","72.46","44.71","no","2072","17.54","3.23","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","9","1980","3","0","3","2","PRABHU TENDULKAR SADANAND SONU","M","MAG","3211","","11815","16305","SATARI","GEN","","6","72.46","27.18","no","1173","9.93","3.23","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","9","1980","3","0","3","3","RANE JAYSINGRAO BENKATRAO","M","JNP","2038","","11815","16305","SATARI","GEN","","6","72.46","17.25","no","1077","9.12","3.23","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","9","1980","3","0","3","4","SINAI USGAONKAR ATTCHUT KASHINATH","M","IND","961","","11815","16305","SATARI","GEN","","6","72.46","8.13","yes","771","6.53","3.23","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","9","1980","3","0","3","5","KAUTHANKAR VISHWANATH JANARDHAN","M","IND","190","","11815","16305","SATARI","GEN","","6","72.46","1.61","yes","58","0.49","3.23","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","9","1980","3","0","3","6","JOSHI SHRIKANT RAMCHANDRA","M","IND","132","","11815","16305","SATARI","GEN","","6","72.46","1.12","yes","0","0","3.23","","","","","","","","","","","","","","","",""
"AE","Goa_Daman_&_Diu","4","10","1980","3","0","3","1","NAIK VISHNU ANANT","M","IND","3967","","10850","16531","PANAJI","GEN","","5","65.63","36.56","no","829","7.64","3.7","","","","","","","","","","","","","","","",""
